,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
1160,"Eventually, among other findings, we note that: (1) many irrelevant patch candidates are generated by changing wrong code locations; (2) however, if the search space is carefully triaged, fault localization noise has little impact on patch generation efficiency; (3) yet, current template-based repair systems, which are known to be most effective in fixing a large number of bugs, are actually least efficient as they tend to generate majoritarily irrelevant patch candidates.",0,0,0,0,1,0
1161,Heterogeneous computing with field-programmable gate-arrays (FPGAs) has demonstrated orders of magnitude improvement in computing efficiency for many applications.,1,0,0,0,0,0
1162,"However, the use of such platforms so far is limited to a small subset of programmers with specialized hardware knowledge.",1,0,0,0,0,0
1163,"High-level synthesis (HLS) tools made significant progress in raising the level of programming abstraction from hardware programming languages to C/C++, but they usually cannot compile and generate accelerators for kernel programs with pointers, memory management, and recursion, and require manual refactoring to make them HLS-compatible.",1,0,0,0,0,0
1164,"Besides, experts also need to provide heavily handcrafted optimizations to improve resource efficiency, which affects the maximum operating frequency, parallelization, and power efficiency.",1,0,0,0,0,0
1165,"We propose a new dynamic invariant analysis and automated refactoring technique, called HeteroRefactor.",0,1,1,0,0,0
1166,"First, HeteroRefactor monitors FPGA-specific dynamic invariants---the required bitwidth of integer and floating-point variables, and the size of recursive data structures and stacks.",0,0,1,0,0,0
1167,"Second, using this knowledge of dynamic invariants, it refactors the kernel to make traditionally HLS-incompatible programs synthesizable and to optimize the accelerator's resource usage and frequency further.",0,0,1,0,0,0
1168,"Third, to guarantee correctness, it selectively offloads the computation from CPU to FPGA, only if an input falls within the dynamic invariant.",0,0,1,0,0,0
1169,"On average, for a recursive program of size 175 LOC, an expert FPGA programmer would need to write 185 more LOC to implement an HLS compatible version, while HeteroRefactor automates such transformation.",0,0,0,0,1,0
1170,Our results on Xilinx FPGA show that HeteroRefactor minimizes BRAM by 83% and increases frequency by 42% for recursive programs; reduces BRAM by 41% through integer bitwidth reduction; and reduces DSP by 50% through floating-point precision tuning.,0,0,0,0,1,0
1171,Automated Program Repair (APR) is very useful in helping developers in the process of software development and maintenance.,1,0,0,0,0,0
1172,"Despite recent advances in deep learning (DL), the DL-based APR approaches still have limitations in learning bug-fixing code changes and the context of the surrounding source code of the bug-fixing code changes.",1,0,0,0,0,0
1173,These limitations lead to incorrect fixing locations or fixes.,1,0,0,0,0,0
1174,"In this paper, we introduce DLFix, a two-tier DL model that treats APR as code transformation learning from the prior bug fixes and the surrounding code contexts of the fixes.",0,1,1,0,0,0
1175,The first layer is a tree-based RNN model that learns the contexts of bug fixes and its result is used as an additional weighting input for the second layer designed to learn the bug-fixing code transformations.,0,0,1,0,0,0
1176,"We conducted several experiments to evaluate DLFix in two benchmarks: Defect4j and Bugs.jar, and a newly built bug datasets with a total of +20K real-world bugs in eight projects.",0,0,0,1,0,0
1177,We compared DLFix against a total of 13 state-of-the-art pattern-based APR tools.,0,0,0,1,0,0
1178,"Our results show that DLFix can auto-fix more bugs than 11 of them, and is comparable and complementary to the top two pattern-based APR tools in which there are 7 and 11 unique bugs that they cannot detect, respectively, but we can.",0,0,0,0,1,0
1179,"Importantly, DLFix is fully automated and data-driven, and does not require hard-coding of bug-fixing patterns as in those tools.",0,0,1,0,0,0
1180,We compared DLFix against 4 state-of-the-art deep learning based APR models.,0,0,0,1,0,0
1181,DLFix is able to fix 2.5 times more bugs than the best performing baseline.,0,0,0,0,1,0
1182,Existing GUI testing approaches of Android apps usually test apps from a single entry.,1,0,0,0,0,0
1183,"In this way, the marginal activities far away from the default entry are difficult to be covered.",1,0,0,0,0,0
1184,"The marginal activities may fail to be launched due to requiring a great number of activity transitions or involving complex user operations, leading to uneven coverage on activity components.",1,0,0,0,0,0
1185,"Besides, since the test space of GUI programs is infinite, it is difficult to test activities under complete launching contexts using single-entry testing approaches.",1,0,0,0,0,0
1186,"In this paper, we address these issues by constructing activity launching contexts and proposing a multiple-entry testing framework.",0,1,1,0,0,0
1187,"We perform an inter-procedural, flow-, context- and path-sensitive analysis to build activity launching models and generate complete launching contexts.",0,1,1,0,0,0
1188,"By activity exposing and static analysis, we could launch activities directly under various contexts without performing long event sequence on GUI.",0,0,1,0,0,0
1189,"Besides, to achieve an in-depth exploration, we design an adaptive exploration framework which supports the multiple-entry exploration and dynamically assigns weights to entries in each turn.",0,0,1,0,0,0
1190,"Our approach is implemented in a tool called Fax, with an activity launching strategy Faxla and an exploration strategy Faxex.",0,0,1,0,0,0
1191,"The experiments on 20 real-world apps show that Faxla can cover 96.4% and successfully launch 60.6% activities, based on which Faxex further achieves a relatively 19.7% improvement on method coverage compared with the most popular tool Monkey.",0,0,0,1,1,0
