,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
563,Applying IDC enables to establish a layer-wise functional understanding of the importance of DL system components and use this information to assess the semantic diversity of a test set.,0,0,1,0,0,0
564,"Our empirical evaluation on several DL systems, across multiple DL datasets and with state-of-the-art adversarial generation techniques demonstrates the usefulness and effectiveness of DeepImportance and its ability to support the engineering of more robust DL systems.",0,0,0,1,1,0
565,"Failure to account for human values in software (e.g., equality and fairness) can result in user dissatisfaction and negative socio-economic impact.",1,0,0,0,0,0
566,"Engineering these values in software, however, requires technical and methodological support throughout the development life cycle.",1,0,0,0,0,0
567,This paper investigates to what extent top Software Engineering (SE) conferences and journals have included research on human values in SE.,0,1,1,0,0,0
568,We investigate the prevalence of human values in recent (2015 -- 2018) publications in these top venues.,0,0,1,0,0,0
569,"We classify these publications, based on their relevance to different values, against a widely used value structure adopted from the social sciences.",0,0,0,1,0,0
570,"Our results show that: (a) only a small proportion of the publications directly consider values, classified as directly relevant publications; (b) for the majority of the values, very few or no directly relevant publications were found; and (c) the prevalence of directly relevant publications was higher in SE conferences compared to SE journals.",0,0,0,0,1,0
571,This paper shares these and other insights that may motivate future research on human values in software engineering.,0,0,0,0,0,1
572,"Research has established the wide variety of security failures in mobile apps, their consequences, and how app developers introduce or exacerbate them.",1,0,0,0,0,0
573,What is not well known is why developers do so---what is the rationale underpinning the decisions they make which eventually strengthen or weaken app security?,1,0,0,0,0,0
574,"This is all the more complicated in modern app development's increasingly diverse demographic: growing numbers of independent, solo, or small team developers who do not have the organizational structures and support that larger software development houses enjoy.",1,0,0,0,0,0
575,"Through two studies, we open the box on developer rationale, by performing a holistic analysis of the rationale underpinning various activities in which app developers engage when developing an app.",0,1,1,0,0,0
576,"The first study does so through a task-based study with app developers (N=44) incorporating six distinct tasks for which this developer demographic must take responsibility: setting up a development environment, reviewing code, seeking help, seeking testers, selecting an advertisement SDK, and software licensing.",0,0,0,1,0,0
577,"We found that, while on first glance in several activities participants seemed to prioritize security, only in the code task such prioritization was underpinned by a security rationale-indicating that development behavior perceived to be secure may only be an illusion until the box is opened on their rationale.",0,0,0,0,1,0
578,The second study confirms these findings through a wider survey of app developers (N=274) investigating to what extent they find the activities of the task-based study to affect their app's security.,0,0,0,1,0,0
579,"In line with the task-based study, we found that developers perceived actively writing code and actively using external SDKs as the only security-relevant, while similarly disregarding other activities having an impact on app security.",0,0,0,0,1,0
580,Our results suggest the need for a stronger focus on the tasks and activities surrounding the coding task - all of which need to be underpinned by a security rationale.,0,0,0,0,1,0
581,"Without such a holistic focus, developers may write ""secure code"" but not produce ""secure apps"".",0,0,0,0,0,1
582,Uncontrolled memory consumption is a kind of critical software security weaknesses.,1,0,0,0,0,0
583,It can also become a security-critical vulnerability when attackers can take control of the input to consume a large amount of memory and launch a Denial-of-Service attack.,1,0,0,0,0,0
584,"However, detecting such vulnerability is challenging, as the state-of-the-art fuzzing techniques focus on the code coverage but not memory consumption.",1,0,0,0,0,0
585,"To this end, we propose a memory usage guided fuzzing technique, named MemLock, to generate the excessive memory consumption inputs and trigger uncontrolled memory consumption bugs.",0,1,1,0,0,0
586,The fuzzing process is guided with memory consumption information so that our approach is general and does not require any domain knowledge.,0,0,1,0,0,0
587,We perform a thorough evaluation for MemLock on 14 widely-used real-world programs.,0,0,0,1,0,0
588,"Our experiment results show that MemLock substantially outperforms the state-of-the-art fuzzing techniques, including AFL, AFLfast, PerfFuzz, FairFuzz, Angora and QSYM, in discovering memory consumption bugs.",0,0,0,0,1,0
589,"During the experiments, we discovered many previously unknown memory consumption bugs and received 15 new CVEs.",0,0,0,0,1,0
590,"Self-driving cars, or Autonomous Vehicles (AVs), are increasingly becoming an integral part of our daily life.",1,0,0,0,0,0
591,"About 50 corporations are actively working on AVs, including large companies such as Google, Ford, and Intel.",1,0,0,0,0,0
592,"Some AVs are already operating on public roads, with at least one unfortunate fatality recently on record.",1,0,0,0,0,0
593,"As a result, understanding bugs in AVs is critical for ensuring their security, safety, robustness, and correctness.",1,0,0,0,0,0
594,"While previous studies have focused on a variety of domains (e.g., numerical software; machine learning; and error-handling, concurrency, and performance bugs) to investigate bug characteristics, AVs have not been studied in a similar manner.",1,0,0,0,0,0
595,"Recently, two software systems for AVs, Baidu Apollo and Autoware, have emerged as frontrunners in the open-source community and have been used by large companies and governments (e.g., Lincoln, Volvo, Ford, Intel, Hitachi, LG, and the US Department of Transportation).",1,0,0,0,0,0
