,sentence,background_motivation,research_method,aim_contribution_research_object,results_findings_summary
773,"AirLock maintains a small predictive lock reachability graph, searches the graph for cycles, and runs an exponential-time algorithm only for each cycle.",0,0,1,0
774,This approach lets AirLock find the same deadlocks as MagicLock and UnDead but with much less overhead because the number of cycles is small in practice.,0,0,1,0
775,"Our experiments with real-world benchmarks show that the average time overhead of AirLock is 3.5%, which is three orders of magnitude less than that of MagicLock and UnDead.",0,1,0,1
776,AirLock's low overhead makes it suitable for use with fuzz testers like AFL and on-the-fly after deployment.,0,0,0,1
777,"
Mobile application (app) developers commonly utilize analytic services to analyze their app users' behavior to support debugging, improve service quality, and facilitate advertising.",1,0,0,0
778,"Anonymization and aggregation can reduce the sensitivity of such behavioral data, therefore analytic services often encourage the use of such protections.",1,0,0,0
779,"However, these protections are not directly enforced so it is possible for developers to misconfigure the analytic services and expose personal information, which may cause greater privacy risks.",1,0,0,0
780,"Since people use apps in many aspects of their daily lives, such misconfigurations may lead to the leaking of sensitive personal information such as a users' real-time location, health data, or dating preferences.",1,0,0,0
781,"To study this issue and identify potential privacy risks due to such misconfigurations, we developed a semi-automated approach, Privacy-Aware Analytics Misconfiguration Detector (PAMDroid), which enables our empirical study on mis-configurations of analytic services.",0,0,1,0
782,"This paper describes a study of 1,000 popular apps using top analytic services in which we found misconfigurations in 120 apps.",0,1,0,0
783,"In 52 of the 120 apps, misconfigurations lead to a violation of either the analytic service providers' terms of service or the app's own privacy policy.",0,0,0,1
784,"
Deep neural networks (DNN) have been shown to be notoriously brittle to small perturbations in their input data.",1,0,0,0
785,"This problem is analogous to the over-fitting problem in test-based program synthesis and automatic program repair, which is a consequence of the incomplete specification, i.e., the limited tests or training examples, that the program synthesis or repair algorithm has to learn from.",1,0,0,0
786,"Recently, test generation techniques have been successfully employed to augment existing specifications of intended program behavior, to improve the generalizability of program synthesis and repair.",1,0,0,0
787,"Inspired by these approaches, in this paper, we propose a technique that re-purposes software testing methods, specifically mutation-based fuzzing, to augment the training data of DNNs, with the objective of enhancing their robustness.",0,0,1,0
788,Our technique casts the DNN data augmentation problem as an optimization problem.,0,0,1,0
789,"It uses genetic search to generate the most suitable variant of an input data to use for training the DNN, while simultaneously identifying opportunities to accelerate training by skipping augmentation in many instances.",0,0,1,0
790,"We instantiate this technique in two tools, Sensei and Sensei-SA, and evaluate them on 15 DNN models spanning 5 popular image data-sets.",0,1,0,0
791,"Our evaluation shows that Sensei can improve the robust accuracy of the DNN, compared to the state of the art, on each of the 15 models, by upto 11.9% and 5.5% on average.",0,0,0,1
792,"Further, Sensei-SA can reduce the average DNN training time by 25%, while still improving robust accuracy.",0,0,0,1
793,"
SMT solvers are at the basis of many applications, such as program verification, program synthesis, and test case generation.",1,0,0,0
